Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL1081125;;0;422.16;0;2.36;20;[Br-].[Br-].c1cc[n+](Cc2cccc(C[n+]3ccccc3)c2)cc1;IC50;'=';2360000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL1100708;Inhibition of human erythrocyte AChE after 5 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1154957;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;None
CHEMBL347527;;0;222.29;0;1.51;46a;CNCCc1cccc(OC(=O)N(C)C)c1;IC50;'=';280.0;nM;6.55;;;UO_0000065;29.48;0.56;5.04;15.76;False;CHEMBL645011;"In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 0.12-0.41";B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135657;1;Scientific Literature;J. Med. Chem.;2002;None
CHEMBL139630;;0;484.73;1;5.51;31;CC(=O)O[C@@H]1C2CC[C@H]3C4CC=C([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC[C@@H]1NC(=O)C=C(C)C;IC50;'=';5248.07;nM;5.28;;;UO_0000065;10.89;0.21;-0.23;9.00;False;CHEMBL641237;Compound was tested for the in silico inhibition of acetylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1136484;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2003;None
CHEMBL92958;;0;319.45;0;4.41;23;c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1;IC50;'=';120.0;nM;6.92;;;UO_0000065;21.66;0.39;2.51;21.68;True;CHEMBL644105;Evaluated for the in vitro inhibition of the Acetylcholinesterase (AChE) from human erythrocytes;B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1127437;1;Scientific Literature;J. Med. Chem.;1994;None
CHEMBL54420;;0;365.48;0;4.45;3;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3C)cc1;IC50;'=';324.0;nM;6.49;;;UO_0000065;17.76;0.33;2.04;12.11;False;CHEMBL644927;Ability to inhibit acetylcholinesterase (AChE), freshly prepared from human erythrocytes;B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1132219;1;Scientific Literature;J. Med. Chem.;1999;None
CHEMBL343319;;0;166.24;0;1.90;30;Cc1c(O)cccc1[N+](C)(C)C;IC50;'=';141253.75;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL641238;Inhibition acetylcholinesterase (AChE) enzyme.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130277;1;Scientific Literature;J. Med. Chem.;1997;None
CHEMBL34000;;0;309.80;0;1.73;2ac;Cn1cc[n+](COCCCc2ccccc2)c1/C=N/O.[Cl-];IC50;'=';21200.0;nM;4.67;;;UO_0000065;17.04;0.32;2.94;9.23;False;CHEMBL644116;Concentration required to inhibit 50% of acetylcholinesterase (AChE) in human erythrocyte(RBC).;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1124669;1;Scientific Literature;J. Med. Chem.;1989;None
CHEMBL1203535;;0;420.95;0;1.14;28;COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl;IC50;'=';3300.0;nM;5.48;;;UO_0000065;14.26;0.27;4.34;5.45;False;CHEMBL636834;Inhibition of guinea pig acetylcholinesterase;B;BAO_0000357;single protein format;Cavia porcellus;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1126972;1;Scientific Literature;J. Med. Chem.;1993;None
CHEMBL87344;;0;364.51;0;4.64;11;C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCO3)CC1;IC50;'=';17.0;nM;7.77;;;UO_0000065;21.32;0.39;3.13;29.54;False;CHEMBL644119;In vitro inhibition of human recombinant AChE.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135324;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2002;None
CHEMBL349791;;0;122.17;0;2.00;13 (table III);COc1cccc(C)c1;IC50;'=';4900.0;nM;5.31;;;UO_0000065;43.46;0.81;3.31;57.53;False;CHEMBL643382;"IC50 against acetylcholinesterase; value ranges from 1-4900 nM.";B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1126157;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL115835;;0;460.62;1;6.55;5i;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1;IC50;'=';268.8;nM;6.57;;;UO_0000065;14.26;0.26;0.02;11.14;False;CHEMBL899128;Inhibition of human serum AChE by Ellman colorimetric assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137534;1;Scientific Literature;Bioorg. Med. Chem.;2007;None
CHEMBL130847;;0;488.58;1;5.74;172;CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1;IC50;'=';36.0;nM;7.44;;;UO_0000065;15.24;0.28;1.70;9.19;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL130918;;0;489.57;1;5.13;175;CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1;IC50;'=';8.9;nM;8.05;;;UO_0000065;16.44;0.31;2.92;8.57;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL150985;;0;332.84;0;2.85;199;Cc1cc(-c2ccc(Cl)cc2)nnc1NCCN1CCOCC1;IC50;'=';34000.0;nM;4.47;;;UO_0000065;13.43;0.27;1.62;8.89;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL101155;;0;385.53;0;2.83;243;CN(CCOCCCNC(=S)NC(=O)c1ccccc1)Cc1ccccc1;IC50;'=';1100.0;nM;5.96;;;UO_0000065;15.46;0.30;3.13;11.12;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL317541;;0;363.53;0;2.57;244;CN(CCOCCNC(=S)NC(=O)c1ccccc1)C1CCCCC1;IC50;'=';13.0;nM;7.89;;;UO_0000065;21.69;0.43;5.32;14.71;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL94059;;0;322.41;0;4.12;2f;c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1;IC50;'=';2582.26;nM;5.59;;;UO_0000065;17.33;0.32;1.47;14.51;True;CHEMBL641020;Inhibition against Acetylcholinesterase (AChE);B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1129655;1;Scientific Literature;J. Med. Chem.;1996;None
CHEMBL659;GALANTAMINE;4;287.36;0;1.85;Galanthamine (Reminyl);COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;IC50;'=';800.0;nM;6.10;;;UO_0000065;21.22;0.40;4.25;14.54;True;CHEMBL644832;Ex vivo inhibition of human erythrocyte Acetylcholinesterase.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135547;1;Scientific Literature;J. Med. Chem.;2002;None
CHEMBL132285;;0;394.52;0;3.73;32 (6-dimethylaminomethylenphenserine);CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';2500.0;nM;5.60;;;UO_0000065;14.20;0.26;1.87;11.66;False;CHEMBL644628;In vitro inhibition of human erythrocyte acetylcholinesterase.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1134282;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL1084095;;0;367.58;1;5.82;263;CN(C)CCCCCCCCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';71.0;nM;7.15;;;UO_0000065;19.45;0.36;1.33;25.39;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL270491;;0;358.44;0;3.10;6;O=[N+]([O-])OCCCNCCCNc1c2c(nc3ccccc13)CCCC2;IC50;'=';6.4;nM;8.19;;;UO_0000065;22.86;0.43;5.09;9.17;False;CHEMBL932016;Inhibition of AChE by Ellman's assay;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1141589;1;Scientific Literature;J. Med. Chem.;2008;None
CHEMBL609672;;0;303.41;0;2.55;56;CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C;IC50;'=';34994.52;nM;4.46;;;UO_0000065;14.69;0.28;1.91;9.94;False;CHEMBL641238;Inhibition acetylcholinesterase (AChE) enzyme.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130277;1;Scientific Literature;J. Med. Chem.;1997;None
CHEMBL156157;;0;244.34;0;1.29;3;CN1CCN(CC2Cc3ccccc3C2=O)CC1;IC50;'=';94.0;nM;7.03;;;UO_0000065;28.76;0.53;5.74;29.84;False;CHEMBL643386;Inhibition of acetylcholinesterase activity;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1126158;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL597406;;0;353.47;1;5.14;5;CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1;IC50;'=';11700.0;nM;4.93;;;UO_0000065;13.95;0.25;-0.21;24.28;False;CHEMBL1067130;Inhibition of human recombinant AChE preincubated for 20 mins before substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1157624;1;Scientific Literature;Bioorg. Med. Chem.;2010;None
CHEMBL225326;;0;581.99;2;7.73;19;O=C(Cc1c[nH]c2ccc(Br)cc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2;IC50;'=';15000.0;nM;4.82;;;UO_0000065;;;;;False;CHEMBL914532;Inhibition of human AChE-induced beta amyloid peptide(1-40) aggregation by thioflavin T-based fluorometric assay;F;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1139473;1;Scientific Literature;J. Med. Chem.;2005;None
CHEMBL544669;;0;395.75;0;3.49;1b;CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl;IC50;'=';210000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL644102;Reversible inhibition of Human AchE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1123431;1;Scientific Literature;J. Med. Chem.;1986;None
CHEMBL241760;;0;422.79;1;6.18;12d;CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1Cl;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;False;CHEMBL900744;Inhibition of acetylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL237189;;0;368.31;0;3.72;11i;O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCOCC1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;False;CHEMBL900744;Inhibition of acetylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL235761;;0;402.37;1;5.52;11d;CN(Cc1ccccc1)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;False;CHEMBL900744;Inhibition of acetylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL238764;;0;319.36;1;5.11;10a;CN(C(=O)Oc1ccc(Oc2ccccc2)cc1)c1ccccc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;False;CHEMBL900744;Inhibition of acetylcholine esterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137574;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL311017;;0;362.52;0;4.55;28;CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21;IC50;'=';10.0;nM;8.00;;;UO_0000065;22.07;0.40;3.45;33.97;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL74962;;0;466.67;1;6.90;58;O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2;IC50;'=';3140.0;nM;5.50;;;UO_0000065;11.79;0.21;-1.40;23.37;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL93936;;0;405.54;0;4.51;78;c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1;IC50;'=';0.8;nM;9.10;;;UO_0000065;22.43;0.41;4.59;21.79;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL93241;;0;334.46;1;5.06;84;c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1;IC50;'=';900.0;nM;6.05;;;UO_0000065;18.08;0.33;0.99;20.66;True;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL126939;;0;318.42;0;4.75;85;C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12;IC50;'=';210.0;nM;6.68;;;UO_0000065;20.97;0.38;1.93;22.81;True;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1084090;;0;517.63;2;5.91;176;CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1;IC50;'=';42.0;nM;7.38;;;UO_0000065;14.25;0.27;1.47;7.86;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL1085277;;0;349.47;0;4.95;299;COc1cc2c(cc1OC)CC(CC1CCN(c3ccccc3)CC1)=C2;IC50;'=';4400.0;nM;5.36;;;UO_0000065;15.33;0.28;0.41;24.68;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL325109;CLEBOPRIDE;4;373.88;0;3.33;429;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1;IC50;'=';890.0;nM;6.05;;;UO_0000065;16.18;0.32;2.72;8.95;False;CHEMBL1119333;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155460;1;Scientific Literature;Eur. J. Med. Chem.;2010;None
CHEMBL95;TACRINE;4;198.27;0;2.70;tacrine;Nc1c2c(nc3ccccc13)CCCC2;IC50;'=';1030.0;nM;5.99;;;UO_0000065;30.20;0.55;3.29;15.39;False;CHEMBL900444;Inhibition of human recombinant AChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137550;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL238063;;0;497.77;0;4.92;26b;CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1;IC50;'=';4368.0;nM;5.36;;;UO_0000065;10.77;0.20;0.44;8.25;False;CHEMBL900444;Inhibition of human recombinant AChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137550;1;Scientific Literature;J. Med. Chem.;2007;None
CHEMBL74926;PHENSERINE;0;337.42;0;3.67;Figure 13, line 5;CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12;IC50;'=';21.0;nM;7.68;;;UO_0000065;22.75;0.42;4.01;17.13;False;CHEMBL644789;Inhibitory activity against Acetylcholinesterase in erythrocyte;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1124889;1;Scientific Literature;J. Med. Chem.;1990;None
CHEMBL54126;NEOSTIGMINE BROMIDE;4;303.20;0;1.94;neostigmine;CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-];IC50;'=';31.0;nM;7.51;;;UO_0000065;33.63;0.64;5.57;25.42;False;CHEMBL984792;Inhibition of human acetylcholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1155111;1;Scientific Literature;J. Med. Chem.;2008;None
CHEMBL1204299;;0;477.48;0;4.59;4c;Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O;IC50;'=';39.0;nM;7.41;;;UO_0000065;19.17;0.35;2.82;16.73;False;CHEMBL644839;In vitro inhibition of acetylcholinesterase from human erythrocytes;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1134774;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL502;DONEPEZIL;4;379.50;0;4.36;donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';16.0;nM;7.80;;;UO_0000065;20.54;0.38;3.44;20.11;True;CHEMBL644839;In vitro inhibition of acetylcholinesterase from human erythrocytes;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1134774;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL609668;;0;367.45;0;3.68;51;COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1;IC50;'=';1698.24;nM;5.77;;;UO_0000065;15.70;0.29;2.09;10.68;False;CHEMBL641238;Inhibition acetylcholinesterase (AChE) enzyme.;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1130277;1;Scientific Literature;J. Med. Chem.;1997;None
CHEMBL371787;;0;352.43;0;3.92;6;CC(NC(=O)Oc1cccc2c1OCC1CCN(C)C21)c1ccccc1;IC50;'=';1870.0;nM;5.73;;;UO_0000065;16.25;0.30;1.81;11.28;False;CHEMBL831104;Inhibitory concentration against human serum acetylcholinesterase activity;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1137822;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL556161;;0;357.28;0;3.39;24c;C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21.Cl;IC50;'=';43900.0;nM;4.36;;;UO_0000065;13.58;0.27;0.97;10.48;False;CHEMBL641117;"In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 42.5-45.9";B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135657;1;Scientific Literature;J. Med. Chem.;2002;None
CHEMBL295017;;0;302.19;0;3.56;1d;CCCS/C(=N\O)C(=O)c1ccc(Br)cc1;IC50;;;;;;Not Determined;;;;;;False;CHEMBL644103;"Compound was evaluated for Reversible inhibition of Human AchE; Not determined";B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1123431;1;Scientific Literature;J. Med. Chem.;1986;None
CHEMBL212220;;0;353.49;0;3.88;63;CCCCC(CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O;IC50;'>';3000.0;nM;;;;UO_0000065;;;;;False;CHEMBL862883;Inhibition of dog ACE;B;BAO_0000357;single protein format;Canis lupus familiaris;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138065;1;Scientific Literature;J. Med. Chem.;2006;None
CHEMBL185976;;0;454.61;1;5.17;table 1 ID 28;COc1cc2cc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3OC)sc2cc1OC;IC50;'=';120.0;nM;6.92;;;UO_0000065;15.22;0.30;1.75;15.46;False;CHEMBL832763;Inhibitory activity against Acetylcholinesterase enzyme using human AChE assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138798;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL364585;;0;448.61;0;4.69;table 1 ID 35;COc1cc2cc(C(=O)C3CCC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC;IC50;'=';79.0;nM;7.10;;;UO_0000065;15.83;0.31;2.41;11.49;False;CHEMBL832763;Inhibitory activity against Acetylcholinesterase enzyme using human AChE assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138798;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL366114;;0;344.46;0;2.75;table 1 ID 38;COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](C)cc1)C2;IC50;'=';900.0;nM;6.05;;;UO_0000065;17.55;0.34;3.30;15.34;False;CHEMBL832763;Inhibitory activity against Acetylcholinesterase enzyme using human AChE assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138798;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL187591;;0;398.59;1;5.17;table 1 ID 64;COc1cc2c(cc1OC)SC(CC1CC[N+](C)(Cc3ccccc3)CC1)C2;IC50;'=';30000.0;nM;4.52;;;UO_0000065;11.35;0.22;-0.65;24.50;False;CHEMBL832763;Inhibitory activity against Acetylcholinesterase enzyme using human AChE assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138798;1;Scientific Literature;J. Med. Chem.;2004;None
CHEMBL189774;;0;388.51;0;2.86;table 1 ID 67;COCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1;IC50;'=';30.0;nM;7.52;;;UO_0000065;19.36;0.38;4.66;15.47;False;CHEMBL832763;Inhibitory activity against Acetylcholinesterase enzyme using human AChE assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1138798;1;Scientific Literature;J. Med. Chem.;2004;None
