"accession","pref_name","standar_type","chembl_id_ligand","standard_inchi","standard_inchi_key","canonical_smiles (Canonical)","Activity_type"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2004716","InChI=1S/C30H34N6O2S/c1-4-36(5-2)16-15-32-26(37)14-11-22-18-33-29(31)27-25(19-39-28(22)27)21-9-12-23(13-10-21)34-30(38)35-24-8-6-7-20(3)17-24/h6-14,17-19H,4-5,15-16H2,1-3H3,(H2,31,33)(H,32,37)(H2,34,35,38)","XJSFDMGICAWQFS-UHFFFAOYSA-N","CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL3957123","InChI=1S/C29H30N4O2/c1-3-32(4-2)17-20-9-10-22-18-33(19-23(22)15-20)29(35)31-24-13-11-21(12-14-24)27-16-30-28(34)26-8-6-5-7-25(26)27/h5-16H,3-4,17-19H2,1-2H3,(H,30,34)(H,31,35)","MVLPNSPQDDEIPU-UHFFFAOYSA-N","CCN(CC)Cc1ccc2c(c1)CN(C(=O)Nc1ccc(-c3c[nH]c(=O)c4ccccc34)cc1)C2","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2332098","InChI=1S/C20H22N4O2/c1-3-24(14-15-5-4-6-19(11-15)26-2)20(25)23-18-9-7-16(8-10-18)17-12-21-22-13-17/h4-13H,3,14H2,1-2H3,(H,21,22)(H,23,25)","BYSZAXBFQDKJJO-UHFFFAOYSA-N","CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3402464","InChI=1S/C25H34N6O2/c1-6-31(18-19-8-7-9-22(14-19)33-5)25(32)28-23-11-10-20(21-16-26-27-17-21)15-24(23)30(4)13-12-29(2)3/h7-11,14-17H,6,12-13,18H2,1-5H3,(H,26,27)(H,28,32)","UHXMAFHSGZFOGZ-UHFFFAOYSA-N","CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1N(C)CCN(C)C","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3402462","InChI=1S/C24H31N5O3/c1-5-29(17-18-7-6-8-21(13-18)31-4)24(30)27-22-10-9-19(20-15-25-26-16-20)14-23(22)32-12-11-28(2)3/h6-10,13-16H,5,11-12,17H2,1-4H3,(H,25,26)(H,27,30)","UAPCOCUFSXAQBI-UHFFFAOYSA-N","CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1OCCN(C)C","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2332060","InChI=1S/C25H31N5O3/c1-4-30(16-18-6-5-7-21(12-18)32-3)25(31)28-23-9-8-19(20-14-26-27-15-20)13-24(23)33-22-10-11-29(2)17-22/h5-9,12-15,22H,4,10-11,16-17H2,1-3H3,(H,26,27)(H,28,31)/t22-/m0/s1","LJQLCPYRTIQYAH-QFIPXVFZSA-N","CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1O[C@H]1CCN(C)C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1922134","InChI=1S/C21H21N5O2/c1-3-26(13-14-5-4-6-16(9-14)28-2)21(27)18-12-22-20-17(18)7-8-19(25-20)15-10-23-24-11-15/h4-12H,3,13H2,1-2H3,(H,22,25)(H,23,24)","DWFFOTBUFHRBSA-UHFFFAOYSA-N","CCN(Cc1cccc(OC)c1)C(=O)c1c[nH]c2nc(-c3cn[nH]c3)ccc12","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1081196","InChI=1S/C21H20N4O2S/c1-3-25(13-14-5-4-6-17(9-14)27-2)21(26)20-24-18-8-7-15(10-19(18)28-20)16-11-22-23-12-16/h4-12H,3,13H2,1-2H3,(H,22,23)","QUMAYKINOQNINW-UHFFFAOYSA-N","CCN(Cc1cccc(OC)c1)C(=O)c1nc2ccc(-c3cn[nH]c3)cc2s1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3957651","InChI=1S/C26H31N5O3/c1-3-31-11-5-8-22(31)17-28-25(32)19-7-4-6-18(12-19)14-27-26(33)20-9-10-23(24(13-20)34-2)21-15-29-30-16-21/h4,6-7,9-10,12-13,15-16,22H,3,5,8,11,14,17H2,1-2H3,(H,27,33)(H,28,32)(H,29,30)","REFWKLXNGKEUSQ-UHFFFAOYSA-N","CCN1CCCC1CNC(=O)c1cccc(CNC(=O)c2ccc(-c3cn[nH]c3)c(OC)c2)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4747999","InChI=1S/C29H32N4O3/c1-3-33-13-5-8-23(33)17-32-28(34)21-7-4-6-20(14-21)16-31-29(35)22-9-10-24-25-11-12-30-18-27(25)36-19(2)26(24)15-22/h4,6-7,9-12,14-15,18-19,23H,3,5,8,13,16-17H2,1-2H3,(H,31,35)(H,32,34)/t19?,23-/m0/s1","HWVIELIZINHJJY-BVHINDKJSA-N","CCN1CCC[C@H]1CNC(=O)c1cccc(CNC(=O)c2ccc3c(c2)C(C)Oc2cnccc2-3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1215594","InChI=1S/C26H32FN5O3/c1-5-32-16-17-6-7-20(34-4)10-18(17)11-24(32)26(33)30-23-13-22(27)21(19-14-28-29-15-19)12-25(23)35-9-8-31(2)3/h6-7,10,12-15,24H,5,8-9,11,16H2,1-4H3,(H,28,29)(H,30,33)/t24-/m1/s1","BDECBFLDUBSENR-XMMPIXPASA-N","CCN1Cc2ccc(OC)cc2C[C@@H]1C(=O)Nc1cc(F)c(-c2cn[nH]c2)cc1OCCN(C)C","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1215526","InChI=1S/C25H30FN5O2/c1-4-31-16-18-8-6-5-7-17(18)11-23(31)25(32)29-22-13-21(26)20(19-14-27-28-15-19)12-24(22)33-10-9-30(2)3/h5-8,12-15,23H,4,9-11,16H2,1-3H3,(H,27,28)(H,29,32)/t23-/m1/s1","ZNDQOACBIHODQO-HSZRJFAPSA-N","CCN1Cc2ccccc2C[C@@H]1C(=O)Nc1cc(F)c(-c2cn[nH]c2)cc1OCCN(C)C","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4759713","InChI=1S/C25H24FN3O3/c1-3-22-19-12-16(6-7-17(19)18-9-10-27-14-23(18)32-22)24(30)29-13-15-5-8-21(26)20(11-15)25(31)28-4-2/h5-12,14,22H,3-4,13H2,1-2H3,(H,28,31)(H,29,30)","OPMIJOFRYUMESR-UHFFFAOYSA-N","CCNC(=O)c1cc(CNC(=O)c2ccc3c(c2)C(CC)Oc2cnccc2-3)ccc1F","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3986370","InChI=1S/C21H22N4O2/c1-3-22-20(26)16-6-4-5-15(10-16)11-23-21(27)17-7-8-19(14(2)9-17)18-12-24-25-13-18/h4-10,12-13H,3,11H2,1-2H3,(H,22,26)(H,23,27)(H,24,25)","WAOPBAUYEVWLHE-UHFFFAOYSA-N","CCNC(=O)c1cccc(CNC(=O)c2ccc(-c3cn[nH]c3)c(C)c2)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3956238","InChI=1S/C21H22N4O3/c1-3-22-20(26)15-6-4-5-14(9-15)11-23-21(27)16-7-8-18(19(10-16)28-2)17-12-24-25-13-17/h4-10,12-13H,3,11H2,1-2H3,(H,22,26)(H,23,27)(H,24,25)","JWVWCAKTWBMEPU-UHFFFAOYSA-N","CCNC(=O)c1cccc(CNC(=O)c2ccc(-c3cn[nH]c3)c(OC)c2)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4758151","InChI=1S/C24H23N3O3/c1-3-26-23(28)17-6-4-5-16(11-17)13-27-24(29)18-7-8-19-20-9-10-25-14-22(20)30-15(2)21(19)12-18/h4-12,14-15H,3,13H2,1-2H3,(H,26,28)(H,27,29)","LWBVQGQTGHIORB-UHFFFAOYSA-N","CCNC(=O)c1cccc(CNC(=O)c2ccc3c(c2)C(C)Oc2cnccc2-3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4790421","InChI=1S/C23H21N3O3/c1-2-25-22(27)16-5-3-4-15(10-16)12-26-23(28)17-6-7-19-18(11-17)14-29-21-13-24-9-8-20(19)21/h3-11,13H,2,12,14H2,1H3,(H,25,27)(H,26,28)","YKJXZODWOQJHCQ-UHFFFAOYSA-N","CCNC(=O)c1cccc(CNC(=O)c2ccc3c(c2)COc2cnccc2-3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4107997","InChI=1S/C21H22F2N4O2/c1-3-24-12-18(20-16(22)5-4-6-17(20)23)27-21(28)13-7-8-15(19(9-13)29-2)14-10-25-26-11-14/h4-11,18,24H,3,12H2,1-2H3,(H,25,26)(H,27,28)/t18-/m1/s1","MXUZFINOYNQLNI-GOSISDBHSA-N","CCNC[C@@H](NC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1)c1c(F)cccc1F","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2333904","InChI=1S/C21H20ClN5O/c1-2-23-19(9-13-3-6-16(22)7-4-13)20-26-18-8-5-14(15-11-24-25-12-15)10-17(18)21(28)27-20/h3-8,10-12,19,23H,2,9H2,1H3,(H,24,25)(H,26,27,28)/t19-/m1/s1","AEJOTVGHCRQIAC-LJQANCHMSA-N","CCN[C@H](Cc1ccc(Cl)cc1)c1nc2ccc(-c3cn[nH]c3)cc2c(=O)[nH]1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4111653","InChI=1S/C21H23N3O3/c1-4-27-20-11-16(17-12-22-23-13-17)8-9-19(20)21(25)24-14(2)15-6-5-7-18(10-15)26-3/h5-14H,4H2,1-3H3,(H,22,23)(H,24,25)/t14-/m1/s1","BAUSMWQMIOODMY-CQSZACIVSA-N","CCOc1cc(-c2cn[nH]c2)ccc1C(=O)N[C@H](C)c1cccc(OC)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4106845","InChI=1S/C20H19F2N3O3/c1-2-28-18-8-12(6-7-14(18)13-9-23-24-10-13)20(27)25-17(11-26)19-15(21)4-3-5-16(19)22/h3-10,17,26H,2,11H2,1H3,(H,23,24)(H,25,27)/t17-/m1/s1","QNIZYMHQGXFAMH-QGZVFWFLSA-N","CCOc1cc(C(=O)N[C@H](CO)c2c(F)cccc2F)ccc1-c1cn[nH]c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4108225","InChI=1S/C20H21N3O3/c1-2-26-19-10-15(8-9-17(19)16-11-21-22-12-16)20(25)23-18(13-24)14-6-4-3-5-7-14/h3-12,18,24H,2,13H2,1H3,(H,21,22)(H,23,25)/t18-/m1/s1","LVAMWHFZQXITMS-GOSISDBHSA-N","CCOc1cc(C(=O)N[C@H](CO)c2ccccc2)ccc1-c1cn[nH]c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4476505","InChI=1S/C26H22N2O6/c1-2-32-20-8-6-17(7-9-20)26(31)28-19-5-3-4-18(14-19)27-25(30)16-34-21-10-11-22-23(29)12-13-33-24(22)15-21/h3-15H,2,16H2,1H3,(H,27,30)(H,28,31)","ABPSPQITFLVJSN-UHFFFAOYSA-N","CCOc1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2333910","InChI=1S/C21H21N5O2/c1-2-28-16-6-3-13(4-7-16)9-18(22)20-25-19-8-5-14(15-11-23-24-12-15)10-17(19)21(27)26-20/h3-8,10-12,18H,2,9,22H2,1H3,(H,23,24)(H,25,26,27)/t18-/m0/s1","QHVMZZJEOAIYCY-SFHVURJKSA-N","CCOc1ccc(C[C@H](N)c2nc3ccc(-c4cn[nH]c4)cc3c(=O)[nH]2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3953195","InChI=1S/C26H23N3O3/c1-2-32-20-12-11-18-13-14-29(23(18)16-20)24(30)15-17-7-9-19(10-8-17)25-21-5-3-4-6-22(21)26(31)28-27-25/h3-12,16H,2,13-15H2,1H3,(H,28,31)","RGOXMFMTFITUPB-UHFFFAOYSA-N","CCOc1ccc2c(c1)N(C(=O)Cc1ccc(-c3n[nH]c(=O)c4ccccc34)cc1)CC2","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3426636","InChI=1S/C31H28F2N4O4/c1-3-18(2)41-31(40)22-9-10-25(32)28(15-22)37-29(38)20-6-4-5-19(13-20)24-14-21(7-8-23(24)16-34)30(39)36-27-11-12-35-17-26(27)33/h4-15,17-18H,3,16,34H2,1-2H3,(H,37,38)(H,35,36,39)/t18-/m1/s1","DIAWPSYORZPEDR-GOSISDBHSA-N","CC[C@@H](C)OC(=O)c1ccc(F)c(NC(=O)c2cccc(-c3cc(C(=O)Nc4ccncc4F)ccc3CN)c2)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700910","InChI=1S/C25H26N6O2S/c1-3-20(28-24(33)27-19-9-7-16(14-26)8-10-19)17-5-4-6-18(13-17)23(32)30-25-29-21-11-12-31(2)15-22(21)34-25/h4-10,13,20H,3,11-12,15H2,1-2H3,(H2,27,28,33)(H,29,30,32)/t20-/m1/s1","FSYUITQBSVFBQJ-HXUWFJFHSA-N","CC[C@@H](NC(=O)Nc1ccc(C#N)cc1)c1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700908","InChI=1S/C25H26N6O2S/c1-3-20(28-24(33)27-19-9-4-6-16(12-19)14-26)17-7-5-8-18(13-17)23(32)30-25-29-21-10-11-31(2)15-22(21)34-25/h4-9,12-13,20H,3,10-11,15H2,1-2H3,(H2,27,28,33)(H,29,30,32)/t20-/m1/s1","OWBAMGWSPNDORB-HXUWFJFHSA-N","CC[C@@H](NC(=O)Nc1cccc(C#N)c1)c1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3218279","InChI=1S/C18H18N4OS/c1-2-15(13-6-4-3-5-7-13)20-17(23)22-18-21-16(12-24-18)14-8-10-19-11-9-14/h3-12,15H,2H2,1H3,(H2,20,21,22,23)/t15-/m1/s1","PTROMZWPUXNMAK-OAHLLOKOSA-N","CC[C@@H](NC(=O)Nc1nc(-c2ccncc2)cs1)c1ccccc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4115593","InChI=1S/C20H19F2N3O2/c1-3-17(19-15(21)5-4-6-16(19)22)25-20(26)12-7-8-14(18(9-12)27-2)13-10-23-24-11-13/h4-11,17H,3H2,1-2H3,(H,23,24)(H,25,26)/t17-/m1/s1","XDZHGRSCNCMGSV-QGZVFWFLSA-N","CC[C@@H](NC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1)c1c(F)cccc1F","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700912","InChI=1S/C25H27ClN4O3S/c1-4-19(27-23(31)17-8-9-21(33-3)18(26)13-17)15-6-5-7-16(12-15)24(32)29-25-28-20-10-11-30(2)14-22(20)34-25/h5-9,12-13,19H,4,10-11,14H2,1-3H3,(H,27,31)(H,28,29,32)/t19-/m1/s1","AWMGNSUDNTWRGI-LJQANCHMSA-N","CC[C@@H](NC(=O)c1ccc(OC)c(Cl)c1)c1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3426635","InChI=1S/C31H28F2N4O4/c1-3-18(2)41-31(40)22-9-10-25(32)28(15-22)37-29(38)20-6-4-5-19(13-20)24-14-21(7-8-23(24)16-34)30(39)36-27-11-12-35-17-26(27)33/h4-15,17-18H,3,16,34H2,1-2H3,(H,37,38)(H,35,36,39)/t18-/m0/s1","DIAWPSYORZPEDR-SFHVURJKSA-N","CC[C@H](C)OC(=O)c1ccc(F)c(NC(=O)c2cccc(-c3cc(C(=O)Nc4ccncc4F)ccc3CN)c2)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4791701","InChI=1S/C21H23N3O2/c1-4-15-10-17(8-9-20(15)18-12-22-23-13-18)21(25)24-14(2)16-6-5-7-19(11-16)26-3/h5-14H,4H2,1-3H3,(H,22,23)(H,24,25)/t14-/m1/s1","JUCBZNHHQKCEMY-CQSZACIVSA-N","CCc1cc(C(=O)N[C@H](C)c2cccc(OC)c2)ccc1-c1cn[nH]c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4458667","InChI=1S/C26H22N2O5/c1-2-17-6-8-18(9-7-17)26(31)28-20-5-3-4-19(14-20)27-25(30)16-33-21-10-11-22-23(29)12-13-32-24(22)15-21/h3-15H,2,16H2,1H3,(H,27,30)(H,28,31)","WRMGHAIELHWDTI-UHFFFAOYSA-N","CCc1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1084051","InChI=1S/C22H22ClN3O2/c1-2-13-4-3-5-14(8-13)17-11-24-12-18(17)22(28)26-20-9-15-6-7-25-21(27)16(15)10-19(20)23/h3-10,17-18,24H,2,11-12H2,1H3,(H,25,27)(H,26,28)","QQUJDHMPKQOPAQ-UHFFFAOYSA-N","CCc1cccc(C2CNCC2C(=O)Nc2cc3cc[nH]c(=O)c3cc2Cl)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3932451","InChI=1S/C20H21N3O2/c1-3-14-6-4-5-7-16(14)11-21-20(24)15-8-9-18(19(10-15)25-2)17-12-22-23-13-17/h4-10,12-13H,3,11H2,1-2H3,(H,21,24)(H,22,23)","FRPJSZRAPBBGTE-UHFFFAOYSA-N","CCc1ccccc1CNC(=O)c1ccc(-c2cn[nH]c2)c(OC)c1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL220241","InChI=1S/C29H30N8O5/c1-2-37-24-17-25(31-18-23(24)33-28(37)26-27(30)35-42-34-26)41-22-5-3-4-20(16-22)32-29(38)19-6-8-21(9-7-19)40-15-12-36-10-13-39-14-11-36/h3-9,16-18H,2,10-15H2,1H3,(H2,30,35)(H,32,38)","YOVNFNXUCOWYSG-UHFFFAOYSA-N","CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1870106","InChI=1S/C15H18N8O2/c1-2-23-12-9(15(24)22-4-3-8(16)7-22)5-18-6-10(12)19-14(23)11-13(17)21-25-20-11/h5-6,8H,2-4,7,16H2,1H3,(H2,17,21)","PHWHNHYZZNJPLB-UHFFFAOYSA-N","CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCC(N)C3)c21","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1956071","InChI=1S/C15H18N8O2/c1-2-23-12-9(15(24)22-4-3-8(16)7-22)5-18-6-10(12)19-14(23)11-13(17)21-25-20-11/h5-6,8H,2-4,7,16H2,1H3,(H2,17,21)/t8-/m0/s1","PHWHNHYZZNJPLB-QMMMGPOBSA-N","CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680758","InChI=1S/C30H29N5O2/c1-3-35-27-14-20(17-31)7-8-23(27)16-28(35)30(37)32-18-21-5-4-6-24(13-21)29(36)33-26-10-9-22-11-12-34(2)19-25(22)15-26/h4-10,13-16H,3,11-12,18-19H2,1-2H3,(H,32,37)(H,33,36)","FYPMNFWMTHLVEL-UHFFFAOYSA-N","CCn1c(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CN(C)CC4)c2)cc2ccc(C#N)cc21","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3578253","InChI=1S/C23H23N3O2/c1-4-26-21-13-17(8-9-19(21)20-10-11-24-14-22(20)26)23(27)25-15(2)16-6-5-7-18(12-16)28-3/h5-15H,4H2,1-3H3,(H,25,27)/t15-/m1/s1","KHDTWGHINMBUJH-OAHLLOKOSA-N","CCn1c2cnccc2c2ccc(C(=O)N[C@H](C)c3cccc(OC)c3)cc21","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3666738","InChI=1S/C24H21N7O/c1-31(2)24(32)28-21-10-6-4-8-18(21)23-27-20-9-5-3-7-17(20)22(29-23)26-16-11-12-19-15(13-16)14-25-30-19/h3-14H,1-2H3,(H,25,30)(H,28,32)(H,26,27,29)","IFIJAUOMSKQPPS-UHFFFAOYSA-N","CN(C)C(=O)Nc1ccccc1-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1084107","InChI=1S/C19H18ClN3O2/c1-23(2)17(12-6-4-3-5-7-12)19(25)22-16-10-13-8-9-21-18(24)14(13)11-15(16)20/h3-11,17H,1-2H3,(H,21,24)(H,22,25)","SWUSXUHTTZKEQG-UHFFFAOYSA-N","CN(C)C(C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl)c1ccccc1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1969151","InChI=1S/C19H23ClN6/c1-26(2)13-7-5-12(6-8-13)23-19-24-16(10-17(20)25-19)15-11-22-18-14(15)4-3-9-21-18/h3-4,9-13H,5-8H2,1-2H3,(H,21,22)(H,23,24,25)","XUFLBSMTYMFOQH-UHFFFAOYSA-N","CN(C)C1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1982271","InChI=1S/C21H26ClN7O/c1-29(2)12-19(30)25-13-5-7-14(8-6-13)26-21-27-17(10-18(22)28-21)16-11-24-20-15(16)4-3-9-23-20/h3-4,9-11,13-14H,5-8,12H2,1-2H3,(H,23,24)(H,25,30)(H,26,27,28)","SLKCVFPEQGHNSI-UHFFFAOYSA-N","CN(C)CC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3666741","InChI=1S/C26H25N7O/c1-33(2)14-13-24(34)29-22-9-5-3-7-19(22)26-30-23-10-6-4-8-20(23)25(31-26)28-18-11-12-21-17(15-18)16-27-32-21/h3-12,15-16H,13-14H2,1-2H3,(H,27,32)(H,29,34)(H,28,30,31)","JFWZOGWKFWMOMA-UHFFFAOYSA-N","CN(C)CCC(=O)Nc1ccccc1-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2332059","InChI=1S/C21H25N5O/c1-26(2)13-12-20(17-6-4-3-5-7-17)25-21(27)24-19-10-8-16(9-11-19)18-14-22-23-15-18/h3-11,14-15,20H,12-13H2,1-2H3,(H,22,23)(H2,24,25,27)","QPDAFPVNIOVXCG-UHFFFAOYSA-N","CN(C)CCC(NC(=O)Nc1ccc(-c2cn[nH]c2)cc1)c1ccccc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1079921","InChI=1S/C25H27N5O2S/c1-30(2)9-3-8-26-24(31)17-5-7-22-18(10-17)11-19(15-32-22)25-29-21-6-4-16(12-23(21)33-25)20-13-27-28-14-20/h4-7,10,12-14,19H,3,8-9,11,15H2,1-2H3,(H,26,31)(H,27,28)","MUVYYVZAJFICKR-UHFFFAOYSA-N","CN(C)CCCNC(=O)c1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3s1)CO2","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3402474","InChI=1S/C22H28N6O/c1-27(2)11-12-28(3)21-13-18(19-15-24-25-16-19)9-10-20(21)26-22(29)23-14-17-7-5-4-6-8-17/h4-10,13,15-16H,11-12,14H2,1-3H3,(H,24,25)(H2,23,26,29)","UBZZFFAVFOEUFI-UHFFFAOYSA-N","CN(C)CCN(C)c1cc(-c2cn[nH]c2)ccc1NC(=O)NCc1ccccc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1079920","InChI=1S/C24H25N5O2S/c1-29(2)8-7-25-23(30)16-4-6-21-17(9-16)10-18(14-31-21)24-28-20-5-3-15(11-22(20)32-24)19-12-26-27-13-19/h3-6,9,11-13,18H,7-8,10,14H2,1-2H3,(H,25,30)(H,26,27)","DOVACETXYXXOTL-UHFFFAOYSA-N","CN(C)CCNC(=O)c1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3s1)CO2","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4559633","InChI=1S/C25H26ClN3O3/c1-29(2)11-12-31-24-15-18(17-7-9-27-10-8-17)3-5-22(24)28-25(30)20-13-19-14-21(26)4-6-23(19)32-16-20/h3-10,14-15,20H,11-13,16H2,1-2H3,(H,28,30)","KNLNXBWYAOCAOU-UHFFFAOYSA-N","CN(C)CCOc1cc(-c2ccncc2)ccc1NC(=O)C1COc2ccc(Cl)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4483646","InChI=1S/C25H26FN3O3/c1-29(2)11-12-31-24-15-18(17-7-9-27-10-8-17)3-5-22(24)28-25(30)20-13-19-14-21(26)4-6-23(19)32-16-20/h3-10,14-15,20H,11-13,16H2,1-2H3,(H,28,30)","MLSJLNVTEFJNLQ-UHFFFAOYSA-N","CN(C)CCOc1cc(-c2ccncc2)ccc1NC(=O)C1COc2ccc(F)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4521642","InChI=1S/C25H27N3O3/c1-28(2)13-14-30-24-16-19(18-9-11-26-12-10-18)7-8-22(24)27-25(29)21-15-20-5-3-4-6-23(20)31-17-21/h3-12,16,21H,13-15,17H2,1-2H3,(H,27,29)","MHOIPADYLYCBEO-UHFFFAOYSA-N","CN(C)CCOc1cc(-c2ccncc2)ccc1NC(=O)C1COc2ccccc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1215524","InChI=1S/C23H26FN5O2/c1-29(2)7-8-31-22-10-18(17-13-26-27-14-17)19(24)11-20(22)28-23(30)21-9-15-5-3-4-6-16(15)12-25-21/h3-6,10-11,13-14,21,25H,7-9,12H2,1-2H3,(H,26,27)(H,28,30)/t21-/m1/s1","BKCNFBWOOAHROL-OAQYLSRUSA-N","CN(C)CCOc1cc(-c2cn[nH]c2)c(F)cc1NC(=O)[C@H]1Cc2ccccc2CN1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL1215525","InChI=1S/C24H28FN5O2/c1-29(2)8-9-32-23-11-19(18-13-26-27-14-18)20(25)12-21(23)28-24(31)22-10-16-6-4-5-7-17(16)15-30(22)3/h4-7,11-14,22H,8-10,15H2,1-3H3,(H,26,27)(H,28,31)/t22-/m1/s1","DQDGPBWHPGDZRS-JOCHJYFZSA-N","CN(C)CCOc1cc(-c2cn[nH]c2)c(F)cc1NC(=O)[C@H]1Cc2ccccc2CN1C","Active"
